_id,Kecamatan,Jenis Faskes,Penyelenggara Faskes,Nama Faskes
725,Sukolilo,Toko Obat,swasta,Hypermart Arief Rachman Hakim
726,Sukolilo,Klinik Pratama,swasta,STIESIA
727,Sukolilo,Klinik Pratama,swasta,EMDEE
728,Sukolilo,Klinik Pratama,swasta,GOTONG ROYONG I
729,Sukolilo,Klinik Pratama,swasta,MEDICAL CENTER ITS
730,Sukolilo,Klinik Pratama,swasta,dr. RETNAWATI
731,Sukolilo,Klinik Pratama,swasta,SILOAM SURABAYA
732,Sukolilo,Klinik Pratama,swasta,FACENA
733,Sukolilo,Klinik Pratama,swasta,FLORA HOUSE OF BEAUTY
734,Sukolilo,Klinik Pratama,swasta,EVINE
735,Sukolilo,Klinik Pratama,swasta,EMDEE
736,Sukolilo,Klinik Utama,swasta,SENTRA REHABILITASI MEDIK MERIDIAN
737,Sukolilo,Klinik Utama,swasta,Universitas 17 Agustus 1945 (UNTAG) Surabaya
738,Sukolilo,Klinik Utama,swasta,LESTARI
739,Sukolilo,Klinik Utama,swasta,D-ARTS DENTAL CLINIC
740,Sukolilo,Klinik Utama,swasta,JET - Z DENTAL AESTHETIC CLINIC
741,Sukomanunggal,Apotek,lainnya,KIMIA FARMA KUPANG JAYA
742,Sukomanunggal,Apotek,lainnya,KIMIA FARMA HR MUHAMMAD
743,Sukomanunggal,Puskesmas Induk,Pemerintah Kota,Puskesmas Simomulyo
744,Sukomanunggal,Puskesmas Induk,Pemerintah Kota,Puskesmas Tanjungsari
745,Sukomanunggal,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Putat Gede
746,Sukomanunggal,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Simohilir
747,Sukomanunggal,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Sonokawijenan
748,Sukomanunggal,Klinik Pratama,Pemerintah Provinsi Jawa Timur,BNN PROVINSI JAWA TIMUR
749,Sukomanunggal,Rumah Sakit Umum,Swasta,RS Umum Mitra Keluarga Surabaya
750,Sukomanunggal,Apotek,swasta,SATELITE
751,Sukomanunggal,Apotek,swasta,SAPUTRA JAYA
752,Sukomanunggal,Apotek,swasta,KUPANG BARU
753,Sukomanunggal,Apotek,swasta,TIARA SATELIT
754,Sukomanunggal,Apotek,swasta,HANSEN
755,Sukomanunggal,Apotek,swasta,AL FALAH
756,Sukomanunggal,Apotek,swasta,WATSONS LAGOON SUNGKONO
757,Sukomanunggal,Apotek,swasta,K-24 SUKOMANUNGGAL
758,Sukomanunggal,Apotek,swasta,K-24 Bukit Darmo
759,Sukomanunggal,Toko Obat,swasta,SUPER INDO SATELIT UTARA
760,Sukomanunggal,Klinik Pratama,swasta,DINAYLA UTAMA 84
761,Sukomanunggal,Klinik Pratama,swasta,ELYON
762,Sukomanunggal,Klinik Pratama,swasta,L'VIORS
763,Sukomanunggal,Klinik Pratama,swasta,ID BEAUTY CLINIC
764,Sukomanunggal,Klinik Pratama,swasta,LARISSA
765,Sukomanunggal,Klinik Pratama,swasta,FAIZAH MEDIKA
766,Sukomanunggal,Klinik Utama,swasta,ABDI MULIA
767,Sukomanunggal,Klinik Utama,swasta,KASIH KARUNIA
768,Sukomanunggal,Klinik Utama,swasta,ABDI MULIA
769,Sukomanunggal,Klinik Utama,swasta,PRIMED
770,Tambaksari,Klinik Pratama,lainnya,POLKES 05.09.04 SURABAYA
771,Tambaksari,Puskesmas Induk,Pemerintah Kota,Puskesmas Gading
772,Tambaksari,Puskesmas Induk,Pemerintah Kota,Puskesmas Pacar Keling
773,Tambaksari,Puskesmas Induk,Pemerintah Kota,Puskesmas Rangkah
774,Tambaksari,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Karang Empat
775,Tambaksari,Rumah Sakit Umum,Swasta,RS Husada Utama Surabaya
776,Tambaksari,Apotek,swasta,BLESSING
777,Tambaksari,Apotek,swasta,SUPER FARMA
778,Tambaksari,Apotek,swasta,LESTARI FARMA
779,Tambaksari,Apotek,swasta,K24 KAPAS KRAMPUNG
780,Tambaksari,Apotek,swasta,PRIMADONA
781,Tambaksari,Apotek,swasta,PUTERI BUANA
782,Tambaksari,Apotek,swasta,PERMATA
783,Tambaksari,Apotek,swasta,TING - TING FARMA
784,Tambaksari,Apotek,swasta,VIVA APOTEK DUKUH SETRO
785,Tambaksari,Apotek,swasta,178
786,Tambaksari,Apotek,swasta,SILVIANA
787,Tambaksari,Apotek,swasta,VIVA APOTEK KAPAS MADYA
788,Tambaksari,Apotek,swasta,GOLDEN FARMA
789,Tambaksari,Apotek,swasta,JOYFUL
790,Tambaksari,Apotek,swasta,SAHABAT SEHAT
791,Tambaksari,Apotek,swasta,GABRIEL
792,Tambaksari,Apotek,swasta,NICHO
793,Tambaksari,Apotek,swasta,BASKARA
794,Tambaksari,Apotek,swasta,SABILILLAH
795,Tambaksari,Apotek,swasta,SYIFA
796,Tambaksari,Apotek,swasta,K - 24 PLOSO
797,Tambaksari,Apotek,swasta,MALIKA
798,Tambaksari,Apotek,swasta,BK
799,Tambaksari,Apotek,swasta,MEKAR REJEKI FARMA
800,Tambaksari,Apotek,swasta,DUKUH SETRO
801,Tambaksari,Apotek,swasta,VIVA APOTEK KARANG ASEM
802,Tambaksari,Toko Obat,swasta,WAN FU DANG
803,Tambaksari,Toko Obat,swasta,WAN HO DANG
804,Tambaksari,Klinik Pratama,swasta,TABITA
805,Tambaksari,Klinik Pratama,swasta,MEDISKA SURABAYA GUBENG
806,Tambaksari,Klinik Pratama,swasta,WISMA HUSADA
807,Tambaksari,Klinik Pratama,swasta,SURYA GIRI JAYA 122
808,Tambaksari,Klinik Pratama,swasta,PALANG MERAH INDONESIA
809,Tambaksari,Klinik Pratama,swasta,ALBA MEDIKA
810,Tambaksari,Klinik Pratama,swasta,INDIRA
811,Tambaksari,Klinik Pratama,swasta,KAPAS MADYA
812,Tambaksari,Klinik Pratama,swasta,KEELA
813,Tambaksari,Klinik Pratama,swasta,ESTETIKA LARISSA
814,Tambaksari,Klinik Pratama,swasta,BEAUDENT
815,Tambaksari,Klinik Utama,swasta,WALUYO JATI
816,Tambaksari,Klinik Utama,swasta,VINCENTIUS KRISTUS RAJA
817,Tambaksari,Klinik Utama,swasta,SAHABAT MEDIKA
818,Tambaksari,Klinik Utama,swasta,ADI GUNA
819,Tandes,Apotek,lainnya,PRIMA ANUGERAH
820,Tandes,Puskesmas Induk,Pemerintah Kota,Puskesmas Balongsari
821,Tandes,Puskesmas Induk,Pemerintah Kota,Puskesmas Manukan Kulon
822,Tandes,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Banjarsugihan
823,Tandes,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Buntaran
824,Tandes,Rumah Sakit Umum,Swasta,RS Muji Rahayu
825,Tandes,Apotek,swasta,JAYA MULYA
826,Tandes,Apotek,swasta,AMORITA FARMA
827,Tandes,Apotek,swasta,MUKTI HUSADA
828,Tandes,Apotek,swasta,KRAJAN
829,Tandes,Apotek,swasta,K - 24 DARMO INDAH
830,Tandes,Apotek,swasta,K24 BALONGSARI TAMA
831,Tandes,Apotek,swasta,WATSONS FOOD JUNCTION
832,Tandes,Apotek,swasta,MITRA SEHAT
833,Tandes,Apotek,swasta,Rafa Farma Manukan
834,Tandes,Toko Obat,swasta,SUPER INDO MANUKAN
835,Tandes,Toko Obat,swasta,Boston food junction
836,Tandes,Toko Obat,swasta,Toko Obat Hypermart Foodjunction
837,Tandes,Klinik Pratama,swasta,PT. GELORA DJAJA
838,Tandes,Klinik Pratama,swasta,PERDANA HUSADA
839,Tandes,Klinik Pratama,swasta,SARTIKA 59
840,Tandes,Klinik Pratama,swasta,NAYAKA HUSADA TANDES
841,Tandes,Klinik Pratama,swasta,dr. EKO
842,Tandes,Klinik Pratama,swasta,DINAYLA UTAMA 105
843,Tandes,Klinik Pratama,swasta,KEBANGKITAN
844,Tandes,Klinik Pratama,swasta,DELOVELY
845,Tandes,Klinik Pratama,swasta,PUSURA BALONGSARI
846,Tegalsari,Apotek,lainnya,KIMIA FARMA 26
847,Tegalsari,Apotek,lainnya,KIMIA FARMA 25
848,Tegalsari,Apotek,lainnya,KIMIA FARMA 45
849,Tegalsari,Puskesmas Induk,Pemerintah Kota,Puskesmas Dr. Soetomo
850,Tegalsari,Puskesmas Induk,Pemerintah Kota,Puskesmas Kedungdoro
851,Tegalsari,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Keputran
852,Tegalsari,Rumah Sakit Umum,Swasta,RS Surabaya Medical Service
853,Tegalsari,Rumah Sakit Khusus,Swasta,RS Ibu dan Anak Pusura Tegalsari
854,Tegalsari,Rumah Sakit Umum,Swasta,RS Darmo
855,Tegalsari,Apotek,swasta,PANACEA
856,Tegalsari,Apotek,swasta,AGUNG FARMA
857,Tegalsari,Apotek,swasta,SUMBER FARMA
858,Tegalsari,Apotek,swasta,POLYFARMA 61
859,Tegalsari,Apotek,swasta,GUARDIAN PT HERO SUPERMARKET
860,Tegalsari,Apotek,swasta,TENGGER I
861,Tegalsari,Apotek,swasta,WIDYA FARMA
862,Tegalsari,Apotek,swasta,TRUNOJOYO
863,Tegalsari,Apotek,swasta,TIRTA FARMA
864,Tegalsari,Apotek,swasta,CENTURY TUNJUNGAN PLAZA
865,Tegalsari,Apotek,swasta,K-24 KEDUNGSARI
866,Tegalsari,Apotek,swasta,MUSI
867,Tegalsari,Apotek,swasta,WATSONS TUNJUNGAN PLAZA
868,Tegalsari,Apotek,swasta,VIVA APOTEK KAMPUNG MALANG
869,Tegalsari,Apotek,swasta,Watsons Tunjungan Plaza 6
870,Tegalsari,Apotek,swasta,KAPUAS FARMA
871,Tegalsari,Apotek,swasta,GUARDIAN TUNJUNGAN PLAZA 6 SURABAYA
872,Tegalsari,Toko Obat,swasta,HERO TUNJUNGAN PLAZA
873,Tegalsari,Klinik Pratama,swasta,ALAMANDA
874,Tegalsari,Klinik Pratama,swasta,ANUGERAH MULIA ( GKI )
875,Tegalsari,Klinik Pratama,swasta,PROFIRA
876,Tegalsari,Klinik Pratama,swasta,ZAP TUNJUNGAN PLAZA
877,Tegalsari,Klinik Pratama,swasta,ERHA APOTHECARY
878,Tegalsari,Klinik Pratama,swasta,FRESH FACE SKIN CARE CLINIC
879,Tegalsari,Klinik Pratama,swasta,MIRACLE TP
880,Tegalsari,Klinik Pratama,swasta,ORISKIN
881,Tegalsari,Klinik Pratama,swasta,LIGHT HOUSE
882,Tegalsari,Klinik Pratama,swasta,GLAFIDYSYA MEDIKA
883,Tegalsari,Klinik Pratama,swasta,ATHENA
884,Tegalsari,Klinik Utama,swasta,ESTETIKA dr. AFFANDI
885,Tegalsari,Klinik Utama,swasta,ESTHER
886,Tegalsari,Klinik Utama,swasta,HAIRTRANS CLINIC
887,Tegalsari,Klinik Utama,swasta,ERHA CLINIC SURABAYA
888,Tegalsari,Klinik Utama,swasta,DRYN
889,Tegalsari,Klinik Utama,swasta,BIOTEST
890,Tegalsari,Klinik Utama,swasta,BIOTEST
891,Tegalsari,Klinik Utama,swasta,MELANIA
892,Tegalsari,Klinik Utama,swasta,ZAP BLAMBANGAN (KHUSUS WANITA DAN ANAK)
893,Tegalsari,Klinik Utama,swasta,M2C DENTAL
894,Tenggilis Mejoyo,Apotek,lainnya,KIMIA FARMA 23 KENDANGSARI
895,Tenggilis Mejoyo,Puskesmas Induk,Pemerintah Kota,Puskesmas Tenggilis
896,Tenggilis Mejoyo,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Kutisari
897,Tenggilis Mejoyo,Rumah Sakit Khusus,Swasta,RS Ibu dan Anak Kendangsari Surabaya
898,Tenggilis Mejoyo,Apotek,swasta,SABA
899,Tenggilis Mejoyo,Apotek,swasta,MAHKOTA FARMA
900,Tenggilis Mejoyo,Apotek,swasta,KHARISMA
901,Tenggilis Mejoyo,Apotek,swasta,BIOS FARMA
902,Tenggilis Mejoyo,Apotek,swasta,ADAM FARMA
903,Tenggilis Mejoyo,Apotek,swasta,AR
904,Tenggilis Mejoyo,Apotek,swasta,VIVA GENERIK TENGGILIS KAUMAN
905,Tenggilis Mejoyo,Apotek,swasta,VIVA GENERIK KENDANGSARI
906,Tenggilis Mejoyo,Apotek,swasta,DEALOVA
907,Tenggilis Mejoyo,Apotek,swasta,BYUNGBYOUNG
908,Tenggilis Mejoyo,Apotek,swasta,Shane Farma
909,Tenggilis Mejoyo,Toko Obat,swasta,INDOGROSIR
910,Tenggilis Mejoyo,Toko Obat,swasta,SUPER INDO JEMURSARI
911,Tenggilis Mejoyo,Klinik Pratama,swasta,MEDICO SIER
912,Tenggilis Mejoyo,Klinik Pratama,swasta,NURANI JAYA 37
913,Tenggilis Mejoyo,Klinik Pratama,swasta,SUMBER CAHAYA ANUGERAH
914,Tenggilis Mejoyo,Klinik Pratama,swasta,LARISSA AESTHETIC TENGGILIS
915,Tenggilis Mejoyo,Klinik Utama,swasta,SENTRA MEDIKA SURABAYA
916,Tenggilis Mejoyo,Klinik Utama,swasta,METRODENT
917,Tenggilis Mejoyo,Klinik Utama,swasta,WESTERINDO
918,Wiyung,Apotek,lainnya,KIMIA FARMA LONTAR
919,Wiyung,Apotek,lainnya,KIMIA FARMA WIYUNG 2
920,Wiyung,Puskesmas Induk,Pemerintah Kota,Puskesmas Balas Klumprik
921,Wiyung,Puskesmas Induk,Pemerintah Kota,Puskesmas Wiyung
922,Wiyung,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Babatan
923,Wiyung,Rumah Sakit Umum,Swasta,RS Wijaya Surabaya
924,Wiyung,Rumah Sakit Umum,Swasta,RS National Hospital
925,Wiyung,Rumah Sakit Khusus,Swasta,RS Ibu dan Anak Graha Medika
926,Wiyung,Rumah Sakit Umum,Swasta,RS Wiyung Sejahtera
927,Wiyung,Apotek,swasta,SINAR HUSADA
928,Wiyung,Apotek,swasta,RIA FARMA
929,Wiyung,Apotek,swasta,RIFKY
930,Wiyung,Apotek,swasta,PASYHA
931,Wiyung,Apotek,swasta,PUSPASARI
932,Wiyung,Apotek,swasta,MEGAH
933,Wiyung,Apotek,swasta,K - 24 WIYUNG
934,Wiyung,Apotek,swasta,TATA
935,Wiyung,Apotek,swasta,X WATERPLACE
936,Wiyung,Apotek,swasta,K - 24 MENGANTI
937,Wiyung,Apotek,swasta,WIFA FARMA
938,Wiyung,Apotek,swasta,DENYRA
939,Wiyung,Apotek,swasta,Daffa Farma
940,Wiyung,Apotek,swasta,Tia Farma
941,Wiyung,Toko Obat,swasta,SUPER INDO ROYAL SQUARE
942,Wiyung,Klinik Utama,swasta,SKIN A
943,Wiyung,Klinik Pratama,swasta,MITRA SEHAT
944,Wiyung,Klinik Pratama,swasta,ROYAL DIAMOND
945,Wiyung,Klinik Pratama,swasta,ALAMANDA
946,Wiyung,Klinik Pratama,swasta,MAXINE AESTHETIC CLINIC
947,Wiyung,Klinik Pratama,swasta,DINA
948,Wiyung,Klinik Utama,swasta,SKIN A
949,Wonocolo,Apotek,lainnya,KIMIA FARMA 166
950,Wonocolo,Apotek,lainnya,Kimia Farma 836 Estheva
951,Wonocolo,Klinik Pratama,lainnya,POLTEKBANG SURABAYA
952,Wonocolo,Puskesmas Induk,Pemerintah Kota,Puskesmas Jemursari
953,Wonocolo,Puskesmas Induk,Pemerintah Kota,Puskesmas Sidosermo
954,Wonocolo,Puskesmas Induk,Pemerintah Kota,Puskesmas Siwalankerto
955,Wonocolo,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Bendul Merisi
956,Wonocolo,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Margorejo
957,Wonocolo,Rumah Sakit Umum,Swasta,RS Umum Islam Surabaya Jemursari
958,Wonocolo,Rumah Sakit Khusus,Swasta,RS Ibu dan Anak Perdana Medica
959,Wonocolo,Apotek,swasta,KUTISARI
960,Wonocolo,Apotek,swasta,RAHARDJO
961,Wonocolo,Apotek,swasta,FARMARIN
962,Wonocolo,Apotek,swasta,NUR SEHAT
963,Wonocolo,Apotek,swasta,SIWALAN
964,Wonocolo,Apotek,swasta,MALEO
965,Wonocolo,Apotek,swasta,APOLLO
966,Wonocolo,Apotek,swasta,TERANG JAYA
967,Wonocolo,Apotek,swasta,K - 24 JEMURSARI
968,Wonocolo,Apotek,swasta,JES 8
969,Wonocolo,Apotek,swasta,VIVA APOTEK SIWALANKERTO
970,Wonocolo,Apotek,swasta,SAMINA
971,Wonocolo,Apotek,swasta,SUGIH WARAS MAKMUR
972,Wonocolo,Apotek,swasta,MORO SEHAT
973,Wonocolo,Apotek,swasta,MARGOREJO INDAH
974,WONOCOLO,Apotek,swasta,VIVA APOTEK SIDOSERMO AIRDAS
975,WONOCOLO,Apotek,swasta,VIVA APOTEK SIWALANKERTO THE SQUARE
976,Wonocolo,Klinik Pratama,swasta,CITA SEHAT
977,Wonocolo,Klinik Pratama,swasta,DINAYLA UTAMA 81
978,Wonocolo,Klinik Pratama,swasta,JEMURSARI EMPAT
979,Wonocolo,Klinik Pratama,swasta,UK PETRA
980,Wonocolo,Klinik Pratama,swasta,BRI MEDIKA SURABAYA
981,Wonocolo,Klinik Pratama,swasta,LORIS
982,Wonocolo,Klinik Utama,swasta,EL SHAFI
983,Wonocolo,Klinik Utama,swasta,DIALISA
984,Wonocolo,Klinik Utama,swasta,SURABAYA EYE CLINIC
985,Wonocolo,Klinik Utama,swasta,TIRTA MEDICAL CENTRE
986,Wonocolo,Klinik Utama,swasta,PRODIA (JEMURSARI)
987,Wonocolo,Klinik Utama,swasta,ERHA CLINIC CABANG JEMURSARI
988,Wonokromo,Klinik Pratama,lainnya,JALA HUSADA
989,Wonokromo,Puskesmas Induk,Pemerintah Kota,Puskesmas Jagir
990,Wonokromo,Puskesmas Induk,Pemerintah Kota,Puskesmas Ngagel Rejo
991,Wonokromo,Puskesmas Induk,Pemerintah Kota,Puskesmas Wonokromo
992,Wonokromo,Puskesmas Pembantu (Pustu),Pemerintah Kota,Pustu Sawunggaling
993,Wonokromo,Rumah Sakit Umum,Swasta,RS Umum Katholik Surabaya
994,Wonokromo,Rumah Sakit Umum,Swasta,RS William Booth Surabaya
995,Wonokromo,Rumah Sakit Umum,Swasta,RS Islam Surabaya
996,Wonokromo,Rumah Sakit Khusus,Swasta,RS Ibu dan Anak Lombok Dua Dua
997,Wonokromo,Rumah Sakit Khusus,Swasta,RS Gigi dan Mulut Nala Husada
998,Wonokromo,Apotek,swasta,OKEY FARMA
999,Wonokromo,Apotek,swasta,SATYA FARMA
1000,Wonokromo,Apotek,swasta,VALENTINE
1001,Wonokromo,Apotek,swasta,DUTA FARMA II
1002,Wonokromo,Apotek,swasta,DIPONEGORO
1003,Wonokromo,Apotek,swasta,TIARA 2
1004,Wonokromo,Apotek,swasta,SAHABAT
1005,Wonokromo,Apotek,swasta,ALDA
1006,Wonokromo,Apotek,swasta,VIZ FARMA
1007,Wonokromo,Apotek,swasta,RESTU SEHAT
1008,Wonokromo,Apotek,swasta,TOTAL LIFE CLINIC
1009,Wonokromo,Apotek,swasta,LOMBOK 25
1010,Wonokromo,Apotek,swasta,BOSTON HEALTH & BEAUTY ROYAL PLAZA
1011,Wonokromo,Apotek,swasta,VIVA APOTEK JETIS KULON
1012,Wonokromo,Apotek,swasta,GUARDIAN TRANSMART NGAGEL
1013,Wonokromo,Apotek,swasta,K-24 BENDUL MERISI
1014,Wonokromo,Toko Obat,swasta,Hypermart Royal
1015,Wonokromo,Toko Obat,swasta,PRIMO
1016,Wonokromo,Toko Obat,swasta,toko Obat PT. Trans Retail Indonesia Cabang Transmart ngagel
1017,Wonokromo,Klinik Pratama,swasta,Yakes Telkom
1018,Wonokromo,Klinik Pratama,swasta,GIGI BHAKTI KASIH
1019,Wonokromo,Klinik Pratama,swasta,Anugerah Karya Medika 103
1020,Wonokromo,Klinik Pratama,swasta,PERTAMINA JAGIR
1021,Wonokromo,Klinik Pratama,swasta,MEDIKA YANI II
1022,Wonokromo,Klinik Pratama,swasta,KIMIA FARMA SEBELAS MEDIKA
1023,Wonokromo,Klinik Pratama,swasta,HAYYU SYAR'I
1024,Wonokromo,Klinik Pratama,swasta,NOVATIC
1025,Wonokromo,Klinik Pratama,swasta,INDRAGIRI
1026,Wonokromo,Klinik Pratama,swasta,DNY SKIN CARE (KUTAI)
1027,Wonokromo,Klinik Pratama,swasta,DNY SKIN CARE (KUTISARI)
1028,Wonokromo,Klinik Utama,swasta,JOYOBOYO
1029,Wonokromo,Klinik Utama,swasta,BAWEAN ORTHOPAEDIC AND REHABILITATION MEDICINE CENTER SURABAYA
1030,Wonokromo,Klinik Utama,swasta,ELIZABETH MEDICAL CENTRE
1031,Wonokromo,Klinik Utama,swasta,PKBI JAWA TIMUR
1032,Wonokromo,Klinik Utama,swasta,TOTAL LIFE CLINIC
1033,Wonokromo,Klinik Utama,swasta,MEDIKA UTAMA
1034,Wonokromo,Klinik Utama,swasta,THE NEW BRAIN CLINIC
1035,Wonokromo,Klinik Utama,swasta,PRODIA HEALTH CARE
1036,Wonokromo,Klinik Utama,swasta,SANODOC
1037,Wonokromo,Klinik Utama,swasta,ILHAN EYE CENTER
1038,Wonokromo,Klinik Utama,swasta,INDAH DENTAL CARE
1039,Wonokromo,Klinik Utama,swasta,JEC-JAVA@SURABAYA
1040,Wonokromo,Klinik Utama,swasta,CAHAYA DIAGNOSTIC CENTRE
1041,Wonokromo,Klinik Utama,swasta,J GLOW
1042,Wonokromo,Klinik Utama,swasta,BENINGS
1043,Wonokromo,Rumah Sakit Umum,TNI/POLRI,RS Soemitro Lanud Surabaya
1044,Wonokromo,Rumah Sakit Umum,TNI/POLRI,RS dr. Ramelan
1045,Wonokromo,Rumah Sakit Umum,TNI/POLRI,RS Umum Tk. III Brawijaya
1046,Wonokromo,Klinik Pratama,TNI/POLRI,KESATRIAN
1047,"",Apotek,swasta,Berlin 5
1048,"",Klinik Utama,swasta,KU.Dharma Husada Eye Clinic
1049,"",Klinik Utama,swasta,KU.Mata Royal
1050,"",Klinik Utama,swasta,KU.Idental Villa Bukit Mas
1051,"",Klinik Utama,swasta,KU.Prospek (Simokerto)
1052,"",Klinik Utama,swasta,KU.Prodia
1053,"",Klinik Utama,swasta,KU.Pramita Ngagel
1054,"",Klinik Pratama,swasta,KP.Ella Skin Care
1055,"",Klinik Pratama,swasta,KP.Lavender
1056,"",Klinik Pratama,swasta,KP.BG Skin
1057,"",Klinik Pratama,swasta,KP.Maharva
1058,"",Klinik Pratama,swasta,KP.Biotech
1059,"",Klinik Pratama,swasta,KP.Maharva
1060,"",Klinik Pratama,swasta,KP.Beaudent
1061,"",Klinik Pratama,swasta,KP.Hayyu Syari Ngagel
1062,"",Klinik Pratama,swasta,KP.Kebangkitan
1063,"",Klinik Pratama,swasta,NAYAKA HUSADA 05
1064,"",Klinik Pratama,swasta,DERMASENSE
1065,"",Klinik Pratama,swasta,ANNABELLE'S SKIN CARE
1066,"",Klinik Pratama,swasta,GLOSKIN AESTHETIC CLINIC
1067,"",Klinik Pratama,swasta,NAAVAGREEN NATURAL SKINCARE
1068,"",Klinik Pratama,swasta,GLOBAL SEJAHTERA ABADA
1069,"",Klinik Pratama,swasta,LONDON BEAUTY CENTRE
1070,"",Klinik Pratama,swasta,PACIFIC CLINIC
1071,"",Klinik Pratama,swasta,KENCANA MEDIKA
1072,"",Klinik Pratama,swasta,B CLINIC
1073,"",Klinik Pratama,swasta,ESC ESL
1074,"",Klinik Utama,swasta,MIRACLE
1075,"",Klinik Utama,swasta,IMPROVE
1076,"",Klinik Utama,swasta,PRAMITA
1077,"",Klinik Utama,swasta,GIGI SEHAT EAST
1078,"",Klinik Utama,swasta,PHSC
1079,"",Klinik Utama,swasta,PROFIRA
1080,"",Klinik Utama,swasta,CIPUTRA SMG LASIK
1081,"",Klinik Utama,swasta,DR. SJAMSU
1082,"",Klinik Utama,swasta,PRAMITA
1083,"",Klinik Utama,swasta,DENTALAND
1084,"",Klinik Pratama,TNI/POLRI,ADHYAKSA KEJAKSAAN TINGGI JAWA TIMUR
1085,"",Klinik Pratama,TNI/POLRI,POLAIRUD
1086,"",Klinik Pratama,TNI/POLRI,SATLINLAMIL 2
